店铺id,城市,销售渠道,性别,年龄段,消费时间,产品名称,客户数量,销售金额,订单数量,产品数量,单件成本
20,深圳,线下,Male,>=60,Weekend,当季新品,1,398.0,1,2,59
46,武汉,线下,Male,45-49,Weekday,当季新品,1,197.0,1,1,59
208,重庆,线下,Female,35-39,Weekday,T恤,1,59.0,1,1,49
420,广州,线上,Male,30-34,Weekday,毛衣,3,497.0,3,3,99
616,成都,线下,Male,35-39,Weekday,当季新品,1,58.0,1,1,59
437,重庆,线下,Female,25-29,Weekday,运动,4,192.46,4,5,49
255,杭州,线下,Female,20-24,Weekend,配件,2,148.32,2,2,29
738,深圳,线下,Female,20-24,Weekday,袜子,1,27.0,1,1,9
248,杭州,线下,Female,45-49,Weekend,牛仔裤,1,59.0,1,1,69
148,深圳,线下,Male,25-29,Weekday,T恤,4,495.0,4,5,49
323,武汉,线下,Female,35-39,Weekday,T恤,1,39.0,1,1,49
479,深圳,线下,Female,40-44,Weekday,袜子,1,19.0,1,1,9
68,重庆,线上,Male,30-34,Weekday,T恤,1,99.0,1,1,49
658,深圳,线下,Male,45-49,Weekday,裙子,1,199.0,1,1,59
46,武汉,线下,Male,20-24,Weekday,T恤,1,198.0,1,2,49
148,深圳,线下,Male,20-24,Weekday,T恤,1,198.0,2,2,49
255,杭州,线下,Female,20-24,Weekday,T恤,2,158.0,2,2,49
759,重庆,线下,Male,>=60,Weekend,T恤,1,99.0,1,1,49
648,西安,线下,Female,30-34,Weekend,T恤,1,99.0,1,1,49
168,武汉,线下,Female,45-49,Weekday,T恤,1,79.0,1,1,49
737,深圳,线下,Female,20-24,Weekday,T恤,1,79.0,1,1,49
146,杭州,线下,Male,25-29,Weekday,T恤,1,79.0,1,1,49
759,重庆,线下,Female,35-39,Weekend,T恤,1,79.0,1,1,49
336,西安,线下,Male,20-24,Weekday,当季新品,2,136.0,2,2,59
245,杭州,线下,Female,50-54,Weekend,T恤,1,79.0,1,1,49
449,武汉,线下,Female,35-39,Weekday,配件,4,276.0,4,4,29
669,重庆,线下,Female,25-29,Weekday,T恤,2,117.0,2,2,49
182,广州,线上,Male,30-34,Weekday,T恤,1,39.0,1,1,49
611,深圳,线下,Female,25-29,Weekday,T恤,1,59.0,1,1,49
245,杭州,线下,Female,20-24,Weekend,毛衣,3,995.0,3,5,99
605,成都,线下,Female,>=60,Weekday,配件,2,128.0,2,2,29
648,西安,线下,Female,20-24,Weekday,T恤,4,195.0,4,5,49
737,深圳,线下,Female,20-24,Weekday,袜子,1,18.89,1,1,9
369,广州,线下,Male,35-39,Weekday,当季新品,1,99.0,1,1,59
207,上海,线上,Female,35-39,Weekday,T恤,1,39.0,1,1,49
479,深圳,线下,Female,20-24,Weekday,T恤,1,99.0,1,1,49
148,深圳,线下,Female,35-39,Weekday,T恤,1,79.0,1,1,49
208,重庆,线下,Female,25-29,Weekend,当季新品,3,230.0,3,3,59
375,广州,线上,Female,25-29,Weekend,T恤,2,348.0,2,2,49
245,杭州,线下,Female,35-39,Weekend,T恤,1,79.0,1,1,49
429,西安,线下,Male,35-39,Weekend,毛衣,2,448.0,2,2,99
312,杭州,线下,Female,25-29,Weekend,运动,1,19.0,1,1,49
142,上海,线下,Female,20-24,Weekday,袜子,1,19.0,1,1,9
437,重庆,线下,Male,>=60,Weekend,T恤,1,99.0,1,1,49
649,杭州,线下,Male,25-29,Weekend,T恤,1,99.0,1,1,49
208,重庆,线下,Female,20-24,Weekend,T恤,2,297.0,2,3,49
32,武汉,线上,Male,25-29,Weekday,T恤,1,77.0,1,1,49
142,上海,线下,Female,30-34,Weekday,T恤,1,79.0,1,1,49
430,成都,线下,Male,>=60,Weekday,T恤,1,79.0,1,1,49
135,上海,线下,Female,35-39,Weekend,裙子,1,199.0,1,1,59
479,深圳,线下,Female,35-39,Weekday,T恤,1,79.0,1,1,49
669,重庆,线下,Female,25-29,Weekday,配件,1,99.0,1,1,29
429,西安,线下,Female,35-39,Weekday,配件,1,99.0,1,1,29
831,杭州,线下,Male,>=60,Weekend,当季新品,1,79.0,1,1,59
207,上海,线上,Female,35-39,Weekday,T恤,2,116.0,2,2,49
70,深圳,线下,Male,25-29,Weekend,T恤,4,393.0,4,4,49
229,深圳,线下,Female,30-34,Weekend,T恤,1,79.0,1,1,49
46,武汉,线下,Female,>=60,Weekday,T恤,1,19.0,1,1,49
20,深圳,线下,Female,30-34,Weekday,T恤,1,99.0,1,1,49
375,广州,线上,Female,35-39,Weekday,配件,12,1079.51,12,15,29
52,武汉,线上,Female,40-44,Weekend,短裤,1,39.0,1,1,19
19,南京,线下,Male,25-29,Weekend,T恤,2,198.0,2,2,49
479,深圳,线下,Female,<20,Weekday,牛仔裤,1,59.0,1,1,69
98,成都,线下,Female,50-54,Weekday,T恤,1,59.0,1,1,49
50,武汉,线上,Female,40-44,Weekday,T恤,1,99.0,1,1,49
46,武汉,线下,Female,30-34,Weekend,T恤,2,98.0,2,2,49
50,武汉,线上,Female,30-34,Weekday,T恤,1,99.0,1,1,49
658,深圳,线下,Male,30-34,Weekend,T恤,1,99.0,1,1,49
315,武汉,线下,Female,20-24,Weekend,配件,1,79.0,1,1,29
46,武汉,线下,Female,50-54,Weekday,运动,1,149.0,1,1,49
616,成都,线下,Male,20-24,Weekday,T恤,1,79.0,1,1,49
611,深圳,线下,Female,35-39,Weekday,当季新品,5,995.0,5,5,59
649,杭州,线下,Male,25-29,Weekday,T恤,1,97.15,1,1,49
616,成都,线下,Female,40-44,Weekend,牛仔裤,1,59.0,1,1,69
399,广州,线下,Female,20-24,Weekend,T恤,1,99.0,1,1,49
369,广州,线下,Male,30-34,Weekday,T恤,1,99.0,1,1,49
658,深圳,线下,Unkown,Unkown,Weekend,短裤,1,33.0,1,1,19
658,深圳,线下,Female,25-29,Weekday,短裤,2,66.0,2,2,19
669,重庆,线下,Female,35-39,Weekend,T恤,1,79.0,1,1,49
429,西安,线下,Male,25-29,Weekend,T恤,1,79.0,1,1,49
70,深圳,线下,Female,45-49,Weekday,T恤,1,79.0,1,1,49
738,深圳,线下,Female,30-34,Weekday,T恤,2,138.0,2,2,49
231,广州,线下,Male,40-44,Weekend,T恤,1,149.0,1,1,49
738,深圳,线下,Female,20-24,Weekend,配件,13,1162.0,13,17,29
52,武汉,线上,Female,35-39,Weekday,袜子,1,27.0,1,1,9
135,上海,线下,Female,40-44,Weekday,T恤,1,99.0,1,1,49
575,杭州,线下,Male,35-39,Weekend,裙子,2,178.0,2,2,59
658,深圳,线下,Female,<20,Weekday,T恤,1,99.0,1,1,49
738,深圳,线下,Male,25-29,Weekday,毛衣,1,99.0,1,1,99
146,杭州,线下,Male,20-24,Weekday,配件,2,298.0,2,2,29
399,广州,线下,Female,40-44,Weekend,T恤,1,73.0,1,1,49
315,武汉,线下,Female,30-34,Weekend,袜子,1,19.0,1,1,9
146,杭州,线下,Female,20-24,Weekend,配件,2,118.0,2,2,29
182,广州,线上,Male,30-34,Weekday,T恤,1,99.0,1,1,49
520,杭州,线下,Female,40-44,Weekday,短裤,1,39.0,1,1,19
375,广州,线上,Male,30-34,Weekend,配件,2,297.0,2,3,29
420,广州,线上,Female,40-44,Weekday,T恤,1,149.0,1,1,49
437,重庆,线下,Female,35-39,Weekday,牛仔裤,1,39.0,1,1,69
135,上海,线下,Female,25-29,Weekday,T恤,1,158.0,1,2,49
19,南京,线下,Male,20-24,Weekend,运动,2,68.0,2,2,49
146,杭州,线下,Female,40-44,Weekday,配件,1,299.0,1,1,29
648,西安,线下,Female,>=60,Weekend,短裤,1,40.0,1,1,19
245,杭州,线下,Male,45-49,Weekend,毛衣,1,199.0,1,1,99
360,成都,线下,Female,<20,Weekend,袜子,3,152.0,3,6,9
658,深圳,线下,Male,30-34,Weekend,T恤,1,99.0,1,1,49
255,杭州,线下,Female,30-34,Weekday,当季新品,3,768.0,4,4,59
669,重庆,线下,Female,<20,Weekday,当季新品,1,79.0,1,1,59
231,广州,线下,Female,35-39,Weekend,裙子,2,248.0,2,2,59
50,武汉,线上,Male,35-39,Weekend,短裤,2,79.0,2,2,19
335,上海,线下,Female,25-29,Weekday,T恤,1,158.0,1,2,49
479,深圳,线下,Male,>=60,Weekday,毛衣,1,199.0,1,1,99
20,深圳,线下,Female,30-34,Weekend,T恤,1,79.0,1,1,49
255,杭州,线下,Male,>=60,Weekend,袜子,1,27.0,1,1,9
758,杭州,线下,Male,20-24,Weekend,袜子,1,26.0,1,1,9
375,广州,线上,Male,30-34,Weekend,牛仔裤,1,59.0,1,1,69
208,重庆,线下,Female,30-34,Weekend,T恤,2,158.0,2,2,49
737,深圳,线下,Female,20-24,Weekend,裙子,1,199.0,1,1,59
575,杭州,线下,Male,20-24,Weekday,当季新品,1,199.0,1,1,59
442,西安,线下,Female,40-44,Weekend,T恤,2,116.0,2,2,49
437,重庆,线下,Male,45-49,Weekday,当季新品,1,79.0,1,1,59
91,武汉,线上,Female,40-44,Weekday,T恤,1,99.0,1,1,49
669,重庆,线下,Male,30-34,Weekday,T恤,1,79.0,1,1,49
437,重庆,线下,Female,30-34,Weekend,牛仔裤,1,99.0,1,1,69
245,杭州,线下,Female,35-39,Weekend,当季新品,1,158.0,1,2,59
323,武汉,线下,Male,35-39,Weekday,T恤,1,39.0,1,1,49
737,深圳,线下,Female,35-39,Weekday,T恤,3,396.0,3,4,49
312,杭州,线下,Female,20-24,Weekend,短裤,1,40.0,1,1,19
168,武汉,线下,Female,20-24,Weekend,T恤,1,99.0,1,1,49
19,南京,线下,Male,25-29,Weekday,T恤,3,237.0,3,3,49
168,武汉,线下,Female,20-24,Weekday,短裤,1,38.0,1,1,19
245,杭州,线下,Female,20-24,Weekend,牛仔裤,1,39.0,1,1,69
52,武汉,线上,Male,25-29,Weekend,配件,7,1443.0,7,7,29
137,西安,线上,Female,20-24,Weekend,T恤,1,79.0,1,1,49
229,深圳,线下,Female,30-34,Weekday,T恤,1,79.0,1,1,49
802,西安,线下,Female,35-39,Weekday,T恤,1,99.0,1,1,49
437,重庆,线下,Male,>=60,Weekend,配件,5,395.0,5,5,29
21,北京,线下,Male,40-44,Weekday,当季新品,1,77.0,1,1,59
575,杭州,线下,Female,35-39,Weekend,T恤,1,249.0,1,1,49
135,上海,线下,Female,50-54,Weekday,配件,2,118.0,2,2,29
369,广州,线下,Male,35-39,Weekday,牛仔裤,1,39.0,1,1,69
28,武汉,线上,Male,30-34,Weekend,T恤,1,99.0,1,1,49
208,重庆,线下,Male,35-39,Weekend,牛仔裤,1,199.0,1,1,69
336,西安,线下,Male,>=60,Weekend,毛衣,1,199.0,1,1,99
648,西安,线下,Female,25-29,Weekend,袜子,1,79.0,1,1,9
182,广州,线上,Female,20-24,Weekday,T恤,1,39.0,1,1,49
70,深圳,线下,Female,30-34,Weekday,牛仔裤,1,59.0,1,1,69
280,深圳,线下,Male,35-39,Weekday,T恤,1,99.0,1,1,49
616,成都,线下,Male,45-49,Weekday,当季新品,1,59.0,1,1,59
98,成都,线下,Male,35-39,Weekday,T恤,1,198.0,1,2,49
336,西安,线下,Male,20-24,Weekday,T恤,1,41.32,1,1,49
738,深圳,线下,Female,35-39,Weekend,袜子,1,39.0,1,1,9
369,广州,线下,Male,30-34,Weekend,T恤,1,99.0,1,1,49
605,成都,线下,Female,35-39,Weekday,袜子,1,78.0,1,1,9
605,成都,线下,Female,30-34,Weekend,T恤,1,79.0,1,1,49
420,广州,线上,Male,20-24,Weekday,T恤,1,158.0,1,2,49
148,深圳,线下,Female,40-44,Weekday,袜子,1,19.0,1,1,9
21,北京,线下,Female,35-39,Weekend,T恤,2,198.0,2,2,49
575,杭州,线下,Male,35-39,Weekday,T恤,1,99.0,1,1,49
437,重庆,线下,Female,30-34,Weekend,短裤,2,118.0,2,2,19
50,武汉,线上,Male,>=60,Weekday,T恤,1,99.0,1,1,49
46,武汉,线下,Male,25-29,Weekend,袜子,1,26.0,1,1,9
68,重庆,线上,Female,30-34,Weekday,牛仔裤,4,643.0,4,4,69
245,杭州,线下,Female,35-39,Weekday,袜子,1,19.0,1,1,9
248,杭州,线下,Male,30-34,Weekday,T恤,5,594.0,5,6,49
98,成都,线下,Female,35-39,Weekday,当季新品,3,286.72,3,3,59
738,深圳,线下,Female,30-34,Weekday,袜子,2,184.0,2,7,9
229,深圳,线下,Female,20-24,Weekend,配件,1,149.0,1,1,29
207,上海,线上,Male,<20,Weekday,T恤,1,79.0,1,1,49
336,西安,线下,Male,20-24,Weekday,T恤,1,99.0,1,1,49
148,深圳,线下,Male,25-29,Weekend,配件,1,79.0,1,1,29
669,重庆,线下,Female,30-34,Weekend,配件,1,79.0,1,1,29
737,深圳,线下,Female,40-44,Weekday,牛仔裤,1,59.0,1,1,69
135,上海,线下,Female,35-39,Weekday,当季新品,4,440.0,6,8,59
480,重庆,线下,Female,30-34,Weekend,牛仔裤,1,59.0,1,1,69
231,广州,线下,Female,40-44,Weekday,T恤,1,78.0,1,2,49
649,杭州,线下,Male,>=60,Weekday,T恤,1,99.0,1,1,49
46,武汉,线下,Male,20-24,Weekday,袜子,2,46.0,2,2,9
146,杭州,线下,Female,50-54,Weekend,牛仔裤,1,99.0,1,1,69
796,深圳,线下,Female,35-39,Weekday,短裤,1,65.0,1,2,19
208,重庆,线下,Female,30-34,Weekday,T恤,1,92.0,1,1,49
98,成都,线下,Male,>=60,Weekday,牛仔裤,1,59.0,1,1,69
437,重庆,线下,Female,25-29,Weekend,T恤,1,157.0,2,2,49
335,上海,线下,Female,25-29,Weekend,当季新品,1,199.0,1,1,59
496,上海,线下,Female,30-34,Weekend,配件,1,79.0,1,1,29
520,杭州,线下,Female,20-24,Weekday,T恤,2,118.0,2,2,49
796,深圳,线下,Male,35-39,Weekday,T恤,1,99.0,1,1,49
325,上海,线下,Female,30-34,Weekend,T恤,2,197.0,2,3,49
758,杭州,线下,Female,25-29,Weekday,袜子,1,78.0,1,2,9
611,深圳,线下,Female,20-24,Weekend,T恤,1,79.0,1,1,49
229,深圳,线下,Female,50-54,Weekday,短裤,1,39.0,1,1,19
256,武汉,线下,Female,20-24,Weekday,短裤,1,77.0,1,1,19
46,武汉,线下,Female,30-34,Weekend,当季新品,5,302.0,5,5,59
248,杭州,线下,Female,30-34,Weekend,短裤,1,78.0,1,1,19
496,上海,线下,Female,35-39,Weekday,T恤,1,79.0,1,1,49
520,杭州,线下,Male,>=60,Weekday,短裤,1,40.0,1,1,19
575,杭州,线下,Male,25-29,Weekend,T恤,1,79.0,1,1,49
802,西安,线下,Male,25-29,Weekday,袜子,1,79.0,1,1,9
831,杭州,线下,Female,25-29,Weekend,T恤,1,79.0,1,1,49
229,深圳,线下,Female,25-29,Weekend,牛仔裤,2,348.0,2,2,69
280,深圳,线下,Male,45-49,Weekend,T恤,1,39.0,1,1,49
248,杭州,线下,Male,20-24,Weekend,运动,2,72.0,2,2,49
605,成都,线下,Female,30-34,Weekday,短裤,2,138.0,2,2,19
168,武汉,线下,Female,25-29,Weekend,牛仔裤,1,199.0,1,1,69
148,深圳,线下,Male,>=60,Weekday,T恤,1,99.0,1,1,49
336,西安,线下,Female,35-39,Weekday,T恤,1,79.0,1,1,49
758,杭州,线下,Female,20-24,Weekday,毛衣,1,149.0,1,1,99
737,深圳,线下,Female,30-34,Weekday,T恤,2,118.0,2,2,49
32,武汉,线上,Male,35-39,Weekday,T恤,1,79.0,1,1,49
207,上海,线上,Female,35-39,Weekday,T恤,4,316.0,4,4,49
519,杭州,线下,Female,35-39,Weekend,T恤,1,99.0,1,1,49
208,重庆,线下,Male,35-39,Weekend,T恤,1,79.0,1,1,49
325,上海,线下,Female,30-34,Weekday,T恤,2,78.0,2,2,49
255,杭州,线下,Female,30-34,Weekday,T恤,2,198.0,2,2,49
182,广州,线上,Female,40-44,Weekend,袜子,1,39.0,1,1,9
207,上海,线上,Male,20-24,Weekday,短裤,2,72.0,2,2,19
21,北京,线下,Male,30-34,Weekday,当季新品,1,79.0,1,1,59
21,北京,线下,Female,45-49,Weekday,T恤,1,99.0,1,1,49
207,上海,线上,Female,35-39,Weekday,当季新品,2,136.0,2,2,59
496,上海,线下,Female,55-59,Weekend,T恤,1,79.0,1,1,49
520,杭州,线下,Male,20-24,Weekend,T恤,1,79.0,1,1,49
479,深圳,线下,Male,30-34,Weekend,牛仔裤,1,149.0,1,1,69
182,广州,线上,Unkown,Unkown,Weekday,T恤,1,39.0,1,1,49
658,深圳,线下,Unkown,Unkown,Weekday,T恤,1,79.0,1,1,49
449,武汉,线下,Female,40-44,Weekend,T恤,2,178.0,2,2,49
255,杭州,线下,Female,30-34,Weekday,T恤,3,137.0,3,3,49
70,深圳,线下,Male,25-29,Weekend,当季新品,1,298.0,1,2,59
360,成都,线下,Male,25-29,Weekday,短裤,2,99.0,2,3,19
360,成都,线下,Female,30-34,Weekend,运动,1,66.0,1,2,49
52,武汉,线上,Male,25-29,Weekend,当季新品,1,56.0,1,1,59
480,重庆,线下,Male,35-39,Weekend,运动,1,33.0,1,1,49
649,杭州,线下,Female,40-44,Weekday,T恤,1,79.0,1,1,49
52,武汉,线上,Female,20-24,Weekday,T恤,2,237.0,2,3,49
229,深圳,线下,Female,20-24,Weekend,T恤,1,39.0,1,1,49
658,深圳,线下,Female,30-34,Weekend,T恤,3,396.0,3,4,49
575,杭州,线下,Male,>=60,Weekday,当季新品,1,79.0,1,1,59
20,深圳,线下,Male,>=60,Weekend,T恤,1,79.0,1,1,49
32,武汉,线上,Male,25-29,Weekday,T恤,2,198.0,2,2,49
91,武汉,线上,Female,20-24,Weekend,T恤,1,149.0,1,1,49
255,杭州,线下,Female,25-29,Weekday,T恤,1,99.0,1,1,49
21,北京,线下,Male,30-34,Weekend,配件,1,498.0,1,2,29
611,深圳,线下,Female,25-29,Weekend,配件,7,730.0,7,8,29
255,杭州,线下,Male,35-39,Weekend,T恤,2,158.0,2,2,49
312,杭州,线下,Male,45-49,Weekday,短裤,1,40.0,1,1,19
68,重庆,线上,Male,25-29,Weekday,短裤,2,72.0,2,2,19
208,重庆,线下,Female,20-24,Weekday,T恤,1,59.0,1,1,49
335,上海,线下,Female,20-24,Weekday,配件,4,394.0,5,6,29
479,深圳,线下,Female,25-29,Weekday,T恤,1,79.0,1,1,49
280,深圳,线下,Male,30-34,Weekend,T恤,1,79.0,1,1,49
616,成都,线下,Male,25-29,Weekend,短裤,1,40.0,1,1,19
479,深圳,线下,Female,30-34,Weekday,配件,1,96.0,1,1,29
312,杭州,线下,Female,30-34,Weekday,T恤,1,55.53,1,1,49
168,武汉,线下,Male,30-34,Weekend,T恤,1,99.0,1,1,49
616,成都,线下,Female,35-39,Weekend,裙子,1,79.0,1,1,59
437,重庆,线下,Male,30-34,Weekend,T恤,1,79.0,1,1,49
207,上海,线上,Male,>=60,Weekday,当季新品,1,58.0,1,1,59
135,上海,线下,Female,40-44,Weekend,牛仔裤,1,39.0,1,1,69
137,西安,线上,Female,30-34,Weekend,配件,6,493.0,6,7,29
430,成都,线下,Female,30-34,Weekday,T恤,5,413.0,5,5,49
32,武汉,线上,Female,<20,Weekday,T恤,1,79.0,1,1,49
255,杭州,线下,Female,25-29,Weekend,T恤,2,118.0,2,2,49
479,深圳,线下,Male,25-29,Weekend,短裤,5,230.0,5,6,19
46,武汉,线下,Female,35-39,Weekday,T恤,1,99.0,1,1,49
98,成都,线下,Male,35-39,Weekday,牛仔裤,1,59.0,1,1,69
437,重庆,线下,Female,35-39,Weekday,T恤,2,137.0,2,2,49
98,成都,线下,Female,35-39,Weekend,牛仔裤,1,79.0,1,1,69
312,杭州,线下,Female,25-29,Weekend,T恤,1,59.0,1,1,49
148,深圳,线下,Male,55-59,Weekend,T恤,1,79.0,1,1,49
325,上海,线下,Female,25-29,Weekend,配件,1,99.0,1,1,29
616,成都,线下,Male,<20,Weekend,短裤,1,33.0,1,1,19
146,杭州,线下,Female,35-39,Weekday,T恤,1,79.0,1,1,49
229,深圳,线下,Male,>=60,Weekend,T恤,1,99.0,1,1,49
437,重庆,线下,Female,35-39,Weekend,T恤,1,79.0,1,1,49
369,广州,线下,Male,30-34,Weekend,T恤,1,99.0,1,1,49
737,深圳,线下,Female,25-29,Weekend,T恤,1,99.0,1,1,49
280,深圳,线下,Male,25-29,Weekend,T恤,1,99.0,1,1,49
737,深圳,线下,Female,35-39,Weekday,牛仔裤,1,59.0,1,1,69
248,杭州,线下,Female,35-39,Weekend,裙子,1,97.0,1,1,59
280,深圳,线下,Male,>=60,Weekend,T恤,1,79.0,1,1,49
420,广州,线上,Male,25-29,Weekday,短裤,5,389.0,5,10,19
52,武汉,线上,Female,20-24,Weekend,T恤,3,256.0,3,4,49
375,广州,线上,Male,35-39,Weekday,T恤,2,178.0,2,2,49
245,杭州,线下,Female,20-24,Weekend,运动,1,19.0,1,1,49
831,杭州,线下,Male,20-24,Weekend,短裤,1,40.0,1,1,19
142,上海,线下,Male,>=60,Weekday,牛仔裤,1,118.0,1,2,69
229,深圳,线下,Male,40-44,Weekday,T恤,1,118.0,1,2,49
148,深圳,线下,Male,25-29,Weekday,配件,1,149.0,1,1,29
605,成都,线下,Male,>=60,Weekday,T恤,1,79.0,1,1,49
50,武汉,线上,Female,20-24,Weekend,T恤,2,158.0,2,2,49
229,深圳,线下,Female,30-34,Weekend,T恤,1,59.0,1,1,49
758,杭州,线下,Female,<20,Weekend,裙子,1,149.0,1,1,59
420,广州,线上,Female,>=60,Weekday,T恤,1,99.0,1,1,49
429,西安,线下,Male,25-29,Weekend,配件,2,198.0,2,2,29
758,杭州,线下,Female,45-49,Weekend,T恤,1,59.0,1,1,49
616,成都,线下,Male,25-29,Weekend,短裤,1,39.0,1,1,19
336,西安,线下,Female,45-49,Weekday,运动,1,149.0,1,1,49
315,武汉,线下,Female,45-49,Weekend,运动,1,99.0,1,1,49
91,武汉,线上,Female,25-29,Weekday,T恤,3,277.0,3,3,49
437,重庆,线下,Male,35-39,Weekend,牛仔裤,1,39.0,1,1,69
280,深圳,线下,Male,35-39,Weekend,T恤,1,99.0,1,1,49
70,深圳,线下,Female,35-39,Weekday,配件,1,79.0,1,1,29
616,成都,线下,Female,25-29,Weekday,T恤,3,297.0,3,3,49
245,杭州,线下,Female,40-44,Weekend,T恤,1,79.0,1,1,49
70,深圳,线下,Male,30-34,Weekday,T恤,2,198.0,2,2,49
335,上海,线下,Female,20-24,Weekday,T恤,2,398.0,2,2,49
669,重庆,线下,Female,25-29,Weekday,T恤,1,99.0,1,1,49
255,杭州,线下,Female,25-29,Weekend,T恤,1,79.0,1,1,49
135,上海,线下,Female,40-44,Weekday,袜子,1,49.0,1,1,9
360,成都,线下,Female,25-29,Weekday,T恤,1,198.0,1,2,49
738,深圳,线下,Male,40-44,Weekday,运动,1,39.0,1,1,49
50,武汉,线上,Male,30-34,Weekend,当季新品,4,246.0,4,4,59
519,杭州,线下,Male,<20,Weekend,T恤,1,99.0,1,1,49
325,上海,线下,Female,25-29,Weekend,配件,2,198.0,2,2,29
648,西安,线下,Male,20-24,Weekday,袜子,1,27.0,1,1,9
168,武汉,线下,Male,30-34,Weekend,T恤,1,79.0,1,1,49
142,上海,线下,Female,45-49,Weekday,短裤,1,33.0,1,1,19
360,成都,线下,Female,35-39,Weekday,T恤,2,356.0,2,4,49
207,上海,线上,Male,20-24,Weekend,T恤,1,59.0,1,1,49
429,西安,线下,Female,35-39,Weekend,T恤,2,138.0,2,2,49
375,广州,线上,Male,25-29,Weekend,T恤,1,79.0,1,1,49
575,杭州,线下,Female,30-34,Weekend,T恤,1,79.0,1,1,49
737,深圳,线下,Male,25-29,Weekend,T恤,1,79.0,1,1,49
146,杭州,线下,Female,35-39,Weekend,裙子,4,394.0,4,4,59
449,武汉,线下,Male,>=60,Weekday,T恤,1,59.0,1,1,49
245,杭州,线下,Female,30-34,Weekend,袜子,1,38.0,1,2,9
229,深圳,线下,Female,55-59,Weekday,T恤,1,144.0,1,1,49
336,西安,线下,Female,25-29,Weekday,T恤,2,138.0,2,2,49
146,杭州,线下,Female,30-34,Weekday,牛仔裤,1,78.0,1,2,69
648,西安,线下,Female,45-49,Weekend,T恤,2,198.0,2,2,49
325,上海,线下,Male,35-39,Weekend,T恤,1,99.0,1,1,49
648,西安,线下,Female,25-29,Weekday,运动,3,117.0,3,3,49
315,武汉,线下,Female,20-24,Weekday,T恤,1,99.0,1,1,49
336,西安,线下,Male,>=60,Weekday,T恤,1,0.0,1,1,49
20,深圳,线下,Female,40-44,Weekday,T恤,3,117.0,3,3,49
375,广州,线上,Male,30-34,Weekday,袜子,2,52.0,2,2,9
52,武汉,线上,Female,35-39,Weekend,运动,1,39.0,1,1,49
325,上海,线下,Female,55-59,Weekday,T恤,1,58.0,1,1,49
420,广州,线上,Female,30-34,Weekday,牛仔裤,2,78.0,2,2,69
255,杭州,线下,Female,40-44,Weekend,T恤,1,99.0,1,1,49
229,深圳,线下,Unkown,Unkown,Weekend,配件,1,149.0,1,1,29
737,深圳,线下,Female,25-29,Weekday,T恤,3,213.67,3,3,49
649,杭州,线下,Female,20-24,Weekend,袜子,1,118.0,1,6,9
229,深圳,线下,Female,55-59,Weekday,牛仔裤,1,39.0,1,1,69
182,广州,线上,Female,35-39,Weekday,T恤,2,158.0,2,2,49
137,西安,线上,Female,20-24,Weekend,当季新品,1,37.0,1,1,59
229,深圳,线下,Male,40-44,Weekend,配件,1,79.0,1,1,29
19,南京,线下,Female,30-34,Weekday,T恤,1,99.0,1,1,49
759,重庆,线下,Female,25-29,Weekday,T恤,1,96.15,1,1,49
738,深圳,线下,Female,25-29,Weekday,T恤,4,444.42,4,4,49
519,杭州,线下,Female,50-54,Weekday,T恤,1,79.0,1,1,49
182,广州,线上,Female,40-44,Weekday,当季新品,2,298.0,2,2,59
759,重庆,线下,Male,>=60,Weekday,短裤,1,40.0,1,1,19
420,广州,线上,Female,>=60,Weekday,T恤,1,99.0,1,1,49
52,武汉,线上,Female,30-34,Weekday,T恤,1,97.0,1,1,49
231,广州,线下,Male,35-39,Weekend,毛衣,1,199.0,1,1,99
802,西安,线下,Male,>=60,Weekday,配件,1,199.0,1,1,29
480,重庆,线下,Male,<20,Weekday,短裤,1,39.0,1,1,19
46,武汉,线下,Female,25-29,Weekend,运动,1,99.0,1,1,49
137,西安,线上,Female,35-39,Weekday,T恤,3,136.0,3,3,49
611,深圳,线下,Female,40-44,Weekday,T恤,2,138.0,2,2,49
738,深圳,线下,Male,30-34,Weekend,T恤,1,99.0,1,1,49
738,深圳,线下,Female,25-29,Weekday,袜子,1,27.0,1,1,9
335,上海,线下,Female,40-44,Weekend,短裤,2,72.0,2,2,19
280,深圳,线下,Female,20-24,Weekday,当季新品,1,158.0,1,2,59
146,杭州,线下,Female,30-34,Weekend,T恤,2,138.0,2,2,49
98,成都,线下,Female,25-29,Weekend,T恤,1,79.0,1,1,49
70,深圳,线下,Female,20-24,Weekday,T恤,1,99.0,1,1,49
325,上海,线下,Male,25-29,Weekend,短裤,1,40.0,1,1,19
449,武汉,线下,Male,35-39,Weekday,配件,1,79.0,1,1,29
479,深圳,线下,Male,>=60,Weekday,T恤,1,99.0,1,1,49
605,成都,线下,Female,25-29,Weekday,T恤,1,99.0,1,1,49
135,上海,线下,Female,25-29,Weekend,T恤,1,99.0,1,1,49
658,深圳,线下,Female,30-34,Weekend,配件,8,786.0,8,10,29
98,成都,线下,Female,35-39,Weekday,T恤,2,293.15,3,3,49
28,武汉,线上,Female,20-24,Weekday,T恤,1,99.0,1,1,49
375,广州,线上,Female,25-29,Weekday,T恤,3,297.0,3,3,49
142,上海,线下,Female,30-34,Weekend,当季新品,2,158.0,2,2,59
369,广州,线下,Female,30-34,Weekday,牛仔裤,1,29.0,1,1,69
91,武汉,线上,Female,30-34,Weekday,牛仔裤,1,59.0,1,1,69
